Id,Weekly_Sales
1_5_2012-11-23,308606769819215296
1_5_2012-11-30,308606845065912320
1_5_2012-12-07,308606678898420288
1_5_2012-12-14,308606678898420288
1_5_2012-12-21,308606678898420288
1_5_2012-12-28,308606603651723264
1_5_2013-01-04,308608506740832832
1_5_2013-01-11,308608506740832832
1_5_2013-01-18,308608506740832832
1_5_2013-01-25,308608506740832832
1_5_2013-02-01,308608340573340736
1_5_2013-02-08,308608265326643712
1_5_2013-02-15,308608340573340736
1_5_2013-02-22,308608340573340736
1_5_2013-03-01,308608174405848704
1_5_2013-03-08,308608174405848704
1_5_2013-03-15,308608174405848704
1_5_2013-03-22,308608174405848704
1_5_2013-03-29,308608174405848704
1_5_2013-04-05,308608008238356672
1_5_2013-04-12,308608008238356672
1_5_2013-04-19,308608008238356672
1_5_2013-04-26,308608008238356672
1_5_2013-05-03,308607842070864640
1_5_2013-05-10,308607842070864640
1_5_2013-05-17,308607842070864640
1_5_2013-05-24,308607842070864640
1_5_2013-05-31,308607842070864640
1_5_2013-06-07,308607675903372544
1_5_2013-06-14,308607675903372544
1_5_2013-06-21,308607675903372544
1_5_2013-06-28,308607675903372544
1_5_2013-07-05,308607509735880512
1_5_2013-07-12,308607509735880512
1_5_2013-07-19,308607509735880512
1_5_2013-07-26,308607509735880512
1_6_2012-11-02,308609590069194944
1_6_2012-11-09,308609590069194944
1_6_2012-11-16,308609590069194944
1_6_2012-11-23,308609514822497920
1_6_2012-11-30,308609590069194944
1_6_2012-12-07,308609423901702912
1_6_2012-12-14,308609423901702912
1_6_2012-12-21,308609423901702912
1_6_2012-12-28,308609348655005888
1_6_2013-01-04,308611251744115456
1_6_2013-01-11,308611251744115456
1_6_2013-01-18,308611251744115456
1_6_2013-01-25,308611251744115456
1_6_2013-02-01,308611085576623360
1_6_2013-02-08,308611010329926336
1_6_2013-02-15,308611085576623360
1_6_2013-02-22,308611085576623360
1_6_2013-03-01,308610919409131328
1_6_2013-03-08,308610919409131328
1_6_2013-03-15,308610919409131328
1_6_2013-03-22,308610919409131328
1_6_2013-03-29,308610919409131328
1_6_2013-04-05,308610753241639296
1_6_2013-04-12,308610753241639296
1_6_2013-04-19,308610753241639296
1_6_2013-04-26,308610753241639296
1_6_2013-05-03,308610587074147264
1_6_2013-05-10,308610587074147264
1_6_2013-05-17,308610587074147264
1_6_2013-05-24,308610587074147264
1_6_2013-05-31,308610587074147264
1_6_2013-06-07,308610420906655168
1_6_2013-06-14,308610420906655168
1_6_2013-06-21,308610420906655168
1_6_2013-06-28,308610420906655168
1_6_2013-07-05,308610254739163136
1_6_2013-07-12,308610254739163136
1_6_2013-07-19,308610254739163136
1_6_2013-07-26,308610254739163136
1_7_2012-11-02,308612335072477568
1_7_2012-11-09,308612335072477568
1_7_2012-11-16,308612335072477568
1_7_2012-11-23,308612259825780544
1_7_2012-11-30,308612335072477568
1_7_2012-12-07,308612168904985536
1_7_2012-12-14,308612168904985536
1_7_2012-12-21,308612168904985536
1_7_2012-12-28,308612093658288512
1_7_2013-01-04,308613996747398080
1_7_2013-01-11,308613996747398080
1_7_2013-01-18,308613996747398080
1_7_2013-01-25,308613996747398080
1_7_2013-02-01,308613830579905984
1_7_2013-02-08,308613755333208960
1_7_2013-02-15,308613830579905984
1_7_2013-02-22,308613830579905984
1_7_2013-03-01,308613664412413952
1_7_2013-03-08,308613664412413952
1_7_2013-03-15,308613664412413952
1_7_2013-03-22,308613664412413952
1_7_2013-03-29,308613664412413952
1_7_2013-04-05,308613498244921920
1_7_2013-04-12,308613498244921920
1_7_2013-04-19,308613498244921920
1_7_2013-04-26,308613498244921920
1_7_2013-05-03,308613332077429888
1_7_2013-05-10,308613332077429888
1_7_2013-05-17,308613332077429888
1_7_2013-05-24,308613332077429888
1_7_2013-05-31,308613332077429888
1_7_2013-06-07,308613165909937792
1_7_2013-06-14,308613165909937792
1_7_2013-06-21,308613165909937792
1_7_2013-06-28,308613165909937792
1_7_2013-07-05,308612999742445760
1_7_2013-07-12,308612999742445760
1_7_2013-07-19,308612999742445760
1_7_2013-07-26,308612999742445760
1_8_2012-11-02,308615080075760128
1_8_2012-11-09,308615080075760128
1_8_2012-11-16,308615080075760128
1_8_2012-11-23,308615004829063104
1_8_2012-11-30,308615080075760128
1_8_2012-12-07,308614913908268096
1_8_2012-12-14,308614913908268096
1_8_2012-12-21,308614913908268096
1_8_2012-12-28,308614838661571072
1_8_2013-01-04,308616741750680640
1_8_2013-01-11,308616741750680640
1_8_2013-01-18,308616741750680640
1_8_2013-01-25,308616741750680640
1_8_2013-02-01,308616575583188544
1_8_2013-02-08,308616500336491520
1_8_2013-02-15,308616575583188544
1_8_2013-02-22,308616575583188544
1_8_2013-03-01,308616409415696512
1_8_2013-03-08,308616409415696512
1_8_2013-03-15,308616409415696512
1_8_2013-03-22,308616409415696512
1_8_2013-03-29,308616409415696512
1_8_2013-04-05,308616243248204480
1_8_2013-04-12,308616243248204480
1_8_2013-04-19,308616243248204480
1_8_2013-04-26,308616243248204480
1_8_2013-05-03,308616077080712448
1_8_2013-05-10,308616077080712448
1_8_2013-05-17,308616077080712448
1_8_2013-05-24,308616077080712448
1_8_2013-05-31,308616077080712448
1_8_2013-06-07,308615910913220352
1_8_2013-06-14,308615910913220352
1_8_2013-06-21,308615910913220352
1_8_2013-06-28,308615910913220352
1_8_2013-07-05,308615744745728320
1_8_2013-07-12,308615744745728320
1_8_2013-07-19,308615744745728320
1_8_2013-07-26,308615744745728320
1_9_2012-11-02,308617825079042752
1_9_2012-11-09,308617825079042752
1_9_2012-11-16,308617825079042752
1_9_2012-11-23,308617749832345728
1_9_2012-11-30,308617825079042752
1_9_2012-12-07,308617658911550720
1_9_2012-12-14,308617658911550720
1_9_2012-12-21,308617658911550720
1_9_2012-12-28,308617583664853696
1_9_2013-01-04,308619486753963264
1_9_2013-01-11,308619486753963264
1_9_2013-01-18,308619486753963264
1_9_2013-01-25,308619486753963264
1_9_2013-02-01,308619320586471168
1_9_2013-02-08,308619245339774144
1_9_2013-02-15,308619320586471168
1_9_2013-02-22,308619320586471168
1_9_2013-03-01,308619154418979136
1_9_2013-03-08,308619154418979136
1_9_2013-03-15,308619154418979136
1_9_2013-03-22,308619154418979136
1_9_2013-03-29,308619154418979136
1_9_2013-04-05,308618988251487104
1_9_2013-04-12,308618988251487104
1_9_2013-04-19,308618988251487104
1_9_2013-04-26,308618988251487104
1_9_2013-05-03,308618822083995072
1_9_2013-05-10,308618822083995072
1_9_2013-05-17,308618822083995072
1_9_2013-05-24,308618822083995072
1_9_2013-05-31,308618822083995072
1_9_2013-06-07,308618655916502976
1_9_2013-06-14,308618655916502976
1_9_2013-06-21,308618655916502976
1_9_2013-06-28,308618655916502976
1_9_2013-07-05,308618489749010944
1_9_2013-07-12,308618489749010944
1_9_2013-07-19,308618489749010944
1_9_2013-07-26,308618489749010944
1_10_2012-11-02,308620570082325376
1_10_2012-11-09,308620570082325376
1_10_2012-11-16,308620570082325376
1_10_2012-11-23,308620494835628352
1_10_2012-11-30,308620570082325376
1_10_2012-12-07,308620403914833344
1_10_2012-12-14,308620403914833344
1_10_2012-12-21,308620403914833344
1_10_2012-12-28,308620328668136320
1_10_2013-01-04,308622231757245888
1_10_2013-01-11,308622231757245888
1_10_2013-01-18,308622231757245888
1_10_2013-01-25,308622231757245888
1_10_2013-02-01,308622065589753792
1_10_2013-02-08,308621990343056768
1_10_2013-02-15,308622065589753792
1_10_2013-02-22,308622065589753792
1_10_2013-03-01,308621899422261760
1_10_2013-03-08,308621899422261760
1_10_2013-03-15,308621899422261760
1_10_2013-03-22,308621899422261760
1_10_2013-03-29,308621899422261760
1_10_2013-04-05,308621733254769728
1_10_2013-04-12,308621733254769728
1_10_2013-04-19,308621733254769728
1_10_2013-04-26,308621733254769728
1_10_2013-05-03,308621567087277696
1_10_2013-05-10,308621567087277696
1_10_2013-05-17,308621567087277696
1_10_2013-05-24,308621567087277696
1_10_2013-05-31,308621567087277696
1_10_2013-06-07,308621400919785600
1_10_2013-06-14,308621400919785600
1_10_2013-06-21,308621400919785600
1_10_2013-06-28,308621400919785600
1_10_2013-07-05,308621234752293568
1_10_2013-07-12,308621234752293568
1_10_2013-07-19,308621234752293568
1_10_2013-07-26,308621234752293568
1_11_2012-11-02,308623315085608000
1_11_2012-11-09,308623315085608000
1_11_2012-11-16,308623315085608000
1_11_2012-11-23,308623239838910976
1_11_2012-11-30,308623315085608000
1_11_2012-12-07,308623148918115968
1_11_2012-12-14,308623148918115968
1_11_2012-12-21,308623148918115968
1_11_2012-12-28,308623073671418944
1_11_2013-01-04,308624976760528512
1_11_2013-01-11,308624976760528512
1_11_2013-01-18,308624976760528512
1_11_2013-01-25,308624976760528512
1_11_2013-02-01,308624810593036416
1_11_2013-02-08,308624735346339392
1_11_2013-02-15,308624810593036416
1_11_2013-02-22,308624810593036416
1_11_2013-03-01,308624644425544384
1_11_2013-03-08,308624644425544384
1_11_2013-03-15,308624644425544384
1_11_2013-03-22,308624644425544384
1_11_2013-03-29,308624644425544384
1_11_2013-04-05,308624478258052352
1_11_2013-04-12,308624478258052352
1_11_2013-04-19,308624478258052352
1_11_2013-04-26,308624478258052352
1_11_2013-05-03,308624312090560320
1_11_2013-05-10,308624312090560320
1_11_2013-05-17,308624312090560320
1_11_2013-05-24,308624312090560320
1_11_2013-05-31,308624312090560320
1_11_2013-06-07,308624145923068224
1_11_2013-06-14,308624145923068224
1_11_2013-06-21,308624145923068224
1_11_2013-06-28,308624145923068224
1_11_2013-07-05,308623979755576192
1_11_2013-07-12,308623979755576192
1_11_2013-07-19,308623979755576192
1_11_2013-07-26,308623979755576192
1_12_2012-11-02,308626060088890560
1_12_2012-11-09,308626060088890560
1_12_2012-11-16,308626060088890560
1_12_2012-11-23,308625984842193536
1_12_2012-11-30,308626060088890560
1_12_2012-12-07,308625893921398528
1_12_2012-12-14,308625893921398528
1_12_2012-12-21,308625893921398528
1_12_2012-12-28,308625818674701504
1_12_2013-01-04,308627721763811072
1_12_2013-01-11,308627721763811072
1_12_2013-01-18,308627721763811072
1_12_2013-01-25,308627721763811072
1_12_2013-02-01,308627555596318976
1_12_2013-02-08,308627480349621952
1_12_2013-02-15,308627555596318976
1_12_2013-02-22,308627555596318976
1_12_2013-03-01,308627389428826944
1_12_2013-03-08,308627389428826944
1_12_2013-03-15,308627389428826944
1_12_2013-03-22,308627389428826944
1_12_2013-03-29,308627389428826944
1_12_2013-04-05,308627223261334912
1_12_2013-04-12,308627223261334912
1_12_2013-04-19,308627223261334912
1_12_2013-04-26,308627223261334912
1_12_2013-05-03,308627057093842880
1_12_2013-05-10,308627057093842880
1_12_2013-05-17,308627057093842880
1_12_2013-05-24,308627057093842880
1_12_2013-05-31,308627057093842880
1_12_2013-06-07,308626890926350784
1_12_2013-06-14,308626890926350784
1_12_2013-06-21,308626890926350784
1_12_2013-06-28,308626890926350784
1_12_2013-07-05,308626724758858752
1_12_2013-07-12,308626724758858752
1_12_2013-07-19,308626724758858752
1_12_2013-07-26,308626724758858752
1_13_2012-11-02,308628805092173184
1_13_2012-11-09,308628805092173184
1_13_2012-11-16,308628805092173184
1_13_2012-11-23,308628729845476160
1_13_2012-11-30,308628805092173184
1_13_2012-12-07,308628638924681152
1_13_2012-12-14,308628638924681152
1_13_2012-12-21,308628638924681152
1_13_2012-12-28,308628563677984128
1_13_2013-01-04,308630466767093696
1_13_2013-01-11,308630466767093696
1_13_2013-01-18,308630466767093696
1_13_2013-01-25,308630466767093696
1_13_2013-02-01,308630300599601600
1_13_2013-02-08,308630225352904576
1_13_2013-02-15,308630300599601600
1_13_2013-02-22,308630300599601600
1_13_2013-03-01,308630134432109568
1_13_2013-03-08,308630134432109568
1_13_2013-03-15,308630134432109568
1_13_2013-03-22,308630134432109568
1_13_2013-03-29,308630134432109568
1_13_2013-04-05,308629968264617536
1_13_2013-04-12,308629968264617536
1_13_2013-04-19,308629968264617536
1_13_2013-04-26,308629968264617536
1_13_2013-05-03,308629802097125504
1_13_2013-05-10,308629802097125504
1_13_2013-05-17,308629802097125504
1_13_2013-05-24,308629802097125504
1_13_2013-05-31,308629802097125504
1_13_2013-06-07,308629635929633408
1_13_2013-06-14,308629635929633408
1_13_2013-06-21,308629635929633408
1_13_2013-06-28,308629635929633408
1_13_2013-07-05,308629469762141376
1_13_2013-07-12,308629469762141376
1_13_2013-07-19,308629469762141376
1_13_2013-07-26,308629469762141376
1_14_2012-11-02,308631550095455808
1_14_2012-11-09,308631550095455808
1_14_2012-11-16,308631550095455808
1_14_2012-11-23,308631474848758784
1_14_2012-11-30,308631550095455808
1_14_2012-12-07,308631383927963776
1_14_2012-12-14,308631383927963776
1_14_2012-12-21,308631383927963776
1_14_2012-12-28,308631308681266752
1_14_2013-01-04,308633211770376320
1_14_2013-01-11,308633211770376320
1_14_2013-01-18,308633211770376320
1_14_2013-01-25,308633211770376320
1_14_2013-02-01,308633045602884224
1_14_2013-02-08,308632970356187200
1_14_2013-02-15,308633045602884224
1_14_2013-02-22,308633045602884224
1_14_2013-03-01,308632879435392192
1_14_2013-03-08,308632879435392192
1_14_2013-03-15,308632879435392192
1_14_2013-03-22,308632879435392192
1_14_2013-03-29,308632879435392192
1_14_2013-04-05,308632713267900160
1_14_2013-04-12,308632713267900160
1_14_2013-04-19,308632713267900160
1_14_2013-04-26,308632713267900160
1_14_2013-05-03,308632547100408128
1_14_2013-05-10,308632547100408128
1_14_2013-05-17,308632547100408128
1_14_2013-05-24,308632547100408128
1_14_2013-05-31,308632547100408128
1_14_2013-06-07,308632380932916032
1_14_2013-06-14,308632380932916032
1_14_2013-06-21,308632380932916032
1_14_2013-06-28,308632380932916032
1_14_2013-07-05,308632214765424000
1_14_2013-07-12,308632214765424000
1_14_2013-07-19,308632214765424000
1_14_2013-07-26,308632214765424000
1_16_2012-11-02,308637040102020992
1_16_2012-11-09,308637040102020992
1_16_2012-11-16,308637040102020992
1_16_2012-11-23,308636964855323968
1_16_2012-11-30,308637040102020992
1_16_2012-12-07,308636873934528960
1_16_2012-12-14,308636873934528960
1_16_2012-12-21,308636873934528960
1_16_2012-12-28,308636798687831936
1_16_2013-01-04,308638701776941504
1_16_2013-01-11,308638701776941504
1_16_2013-01-18,308638701776941504
1_16_2013-01-25,308638701776941504
1_16_2013-02-01,308638535609449408
1_16_2013-02-08,308638460362752384
1_16_2013-02-15,308638535609449408
1_16_2013-02-22,308638535609449408
1_16_2013-03-01,308638369441957376
1_16_2013-03-08,308638369441957376
1_16_2013-03-15,308638369441957376
1_16_2013-03-22,308638369441957376
1_16_2013-03-29,308638369441957376
1_16_2013-04-05,308638203274465344
1_16_2013-04-12,308638203274465344
1_16_2013-04-19,308638203274465344
1_16_2013-04-26,308638203274465344
1_16_2013-05-03,308638037106973312
1_16_2013-05-10,308638037106973312
1_16_2013-05-17,308638037106973312
1_16_2013-05-24,308638037106973312
1_16_2013-05-31,308638037106973312
1_16_2013-06-07,308637870939481216
1_16_2013-06-14,308637870939481216
1_16_2013-06-21,308637870939481216
1_16_2013-06-28,308637870939481216
1_16_2013-07-05,308637704771989184
1_16_2013-07-12,308637704771989184
1_16_2013-07-19,308637704771989184
1_16_2013-07-26,308637704771989184
1_17_2012-11-02,308639785105303616
1_17_2012-11-09,308639785105303616
1_17_2012-11-16,308639785105303616
1_17_2012-11-23,308639709858606592
1_17_2012-11-30,308639785105303616
1_17_2012-12-07,308639618937811584
1_17_2012-12-14,308639618937811584
1_17_2012-12-21,308639618937811584
1_17_2012-12-28,308639543691114560
1_17_2013-01-04,308641446780224128
1_17_2013-01-11,308641446780224128
1_17_2013-01-18,308641446780224128
1_17_2013-01-25,308641446780224128
1_17_2013-02-01,308641280612732032
1_17_2013-02-08,308641205366035008
1_17_2013-02-15,308641280612732032
1_17_2013-02-22,308641280612732032
1_17_2013-03-01,308641114445240000
1_17_2013-03-08,308641114445240000
1_17_2013-03-15,308641114445240000
1_17_2013-03-22,308641114445240000
1_17_2013-03-29,308641114445240000
1_17_2013-04-05,308640948277747968
1_17_2013-04-12,308640948277747968
1_17_2013-04-19,308640948277747968
1_17_2013-04-26,308640948277747968
1_17_2013-05-03,308640782110255936
1_17_2013-05-10,308640782110255936
1_17_2013-05-17,308640782110255936
1_17_2013-05-24,308640782110255936
1_17_2013-05-31,308640782110255936
1_17_2013-06-07,308640615942763840
1_17_2013-06-14,308640615942763840
1_17_2013-06-21,308640615942763840
1_17_2013-06-28,308640615942763840
1_17_2013-07-05,308640449775271808
1_17_2013-07-12,308640449775271808
1_17_2013-07-19,308640449775271808
1_17_2013-07-26,308640449775271808
1_18_2012-11-02,308642530108586240
1_18_2012-11-09,308642530108586240
1_18_2012-11-16,308642530108586240
1_18_2012-11-23,308642454861889216
1_18_2012-11-30,308642530108586240
1_18_2012-12-07,308642363941094208
1_18_2012-12-14,308642363941094208
1_18_2012-12-21,308642363941094208
1_18_2012-12-28,308642288694397184
1_18_2013-01-04,308644191783506752
1_18_2013-01-11,308644191783506752
1_18_2013-01-18,308644191783506752
1_18_2013-01-25,308644191783506752
1_18_2013-02-01,308644025616014656
1_18_2013-02-08,308643950369317632
1_18_2013-02-15,308644025616014656
1_18_2013-02-22,308644025616014656
1_18_2013-03-01,308643859448522624
1_18_2013-03-08,308643859448522624
1_18_2013-03-15,308643859448522624
1_18_2013-03-22,308643859448522624
1_18_2013-03-29,308643859448522624
1_18_2013-04-05,308643693281030592
1_18_2013-04-12,308643693281030592
1_18_2013-04-19,308643693281030592
1_18_2013-04-26,308643693281030592
1_18_2013-05-03,308643527113538560
1_18_2013-05-10,308643527113538560
1_18_2013-05-17,308643527113538560
1_18_2013-05-24,308643527113538560
1_18_2013-06-07,308643360946046464
1_18_2013-07-05,308643194778554432
1_19_2012-11-02,308645275111868800
1_19_2012-11-09,308645275111868800
1_19_2012-11-16,308645275111868800
1_19_2012-11-23,308645199865171776
1_19_2012-11-30,308645275111868800
1_19_2012-12-07,308645108944376768
1_19_2012-12-14,308645108944376768
1_19_2012-12-21,308645108944376768
1_19_2012-12-28,308645033697679744
1_19_2013-01-04,308646936786789312
1_19_2013-01-11,308646936786789312
1_19_2013-01-18,308646936786789312
1_19_2013-01-25,308646936786789312
1_19_2013-02-01,308646770619297216
1_19_2013-02-08,308646695372600192
1_19_2013-02-15,308646770619297216
1_19_2013-02-22,308646770619297216
1_19_2013-03-01,308646604451805184
1_19_2013-03-08,308646604451805184
1_19_2013-03-15,308646604451805184
1_19_2013-03-22,308646604451805184
1_19_2013-03-29,308646604451805184
1_19_2013-04-05,308646438284313152
1_19_2013-04-12,308646438284313152
1_19_2013-04-19,308646438284313152
1_19_2013-04-26,308646438284313152
1_19_2013-05-03,308646272116821120
1_19_2013-05-10,308646272116821120
1_19_2013-05-17,308646272116821120
1_19_2013-05-24,308646272116821120
1_19_2013-05-31,308646272116821120
1_19_2013-06-07,308646105949329024
1_19_2013-06-14,308646105949329024
1_19_2013-06-21,308646105949329024
1_19_2013-06-28,308646105949329024
1_19_2013-07-05,308645939781836992
1_19_2013-07-12,308645939781836992
1_19_2013-07-19,308645939781836992
1_19_2013-07-26,308645939781836992
1_20_2012-11-02,308648020115151424
1_20_2012-11-09,308648020115151424
1_20_2012-11-16,308648020115151424
1_20_2012-11-23,308647944868454400
1_20_2012-11-30,308648020115151424
1_20_2012-12-07,308647853947659392
1_20_2012-12-14,308647853947659392
1_20_2012-12-21,308647853947659392
1_20_2012-12-28,308647778700962368
1_20_2013-01-04,308649681790071936
1_20_2013-01-11,308649681790071936
1_20_2013-01-18,308649681790071936
1_20_2013-01-25,308649681790071936
1_20_2013-02-01,308649515622579840
1_20_2013-02-08,308649440375882816
1_20_2013-02-15,308649515622579840
1_20_2013-02-22,308649515622579840
1_20_2013-03-01,308649349455087808
1_20_2013-03-08,308649349455087808
1_20_2013-03-15,308649349455087808
1_20_2013-03-22,308649349455087808
1_20_2013-03-29,308649349455087808
1_20_2013-04-05,308649183287595776
1_20_2013-04-12,308649183287595776
1_20_2013-04-19,308649183287595776
1_20_2013-04-26,308649183287595776
1_20_2013-05-03,308649017120103744
1_20_2013-05-10,308649017120103744
1_20_2013-05-17,308649017120103744
1_20_2013-05-24,308649017120103744
1_20_2013-05-31,308649017120103744
1_20_2013-06-07,308648850952611648
1_20_2013-06-14,308648850952611648
1_20_2013-06-21,308648850952611648
1_20_2013-06-28,308648850952611648
1_20_2013-07-05,308648684785119616
1_20_2013-07-12,308648684785119616
1_20_2013-07-19,308648684785119616
1_20_2013-07-26,308648684785119616
1_21_2012-11-02,308650765118434048
1_21_2012-11-09,308650765118434048
1_21_2012-11-16,308650765118434048
1_21_2012-11-23,308650689871737024
1_21_2012-11-30,308650765118434048
1_21_2012-12-07,308650598950942016
1_21_2012-12-14,308650598950942016
1_21_2012-12-21,308650598950942016
1_21_2012-12-28,308650523704244992
1_21_2013-01-04,308652426793354560
1_21_2013-01-11,308652426793354560
1_21_2013-01-18,308652426793354560
1_21_2013-01-25,308652426793354560
1_21_2013-02-01,308652260625862464
1_21_2013-02-08,308652185379165440
1_21_2013-02-15,308652260625862464
1_21_2013-02-22,308652260625862464
1_21_2013-03-01,308652094458370432
1_21_2013-03-08,308652094458370432
1_21_2013-03-15,308652094458370432
1_21_2013-03-22,308652094458370432
1_21_2013-03-29,308652094458370432
1_21_2013-04-05,308651928290878400
1_21_2013-04-12,308651928290878400
1_21_2013-04-19,308651928290878400
1_21_2013-04-26,308651928290878400
1_21_2013-05-03,308651762123386368
1_21_2013-05-10,308651762123386368
1_21_2013-05-17,308651762123386368
1_21_2013-05-24,308651762123386368
1_21_2013-05-31,308651762123386368
1_21_2013-06-07,308651595955894272
1_21_2013-06-14,308651595955894272
1_21_2013-06-21,308651595955894272
1_21_2013-06-28,308651595955894272
1_21_2013-07-05,308651429788402240
1_21_2013-07-12,308651429788402240
1_21_2013-07-19,308651429788402240
1_21_2013-07-26,308651429788402240
1_22_2012-11-02,308653510121716608
1_22_2012-11-09,308653510121716608
1_22_2012-11-16,308653510121716608
